price,address,bathroom,bedroom,furnish,description,property type,ID,longitude,latitude
"€3,380 Per month","Long Boat Quay, Grand Canal Dock, Dublin 2, South Dublin City",3,3,Furnished,,Apartment,22052626,-6.236927,53.34533
"€3,370 Per month","Newtown Way, Churchtown, Dublin 14, South Dublin City",4,4,Furnished,"
                        MTS Property are delighted to offer this stunning four bedroom spacious townhouses just located off Churchtown Road. This modern home offers well proportioned accommodation over three levels, enhanced with excellent communal off street parking to the front and large rear gardens laid out mainly with lawn. The open plan living space at the ground level offers comfortable accommodation throughout complete with fully equipped kitchen and dining room. Upstairs there are 4 spacious double bedrooms with modern bright bathrooms. The location is second to none serviced by a wide range of amenities, shopping, local primary and secondary schools, LUAS, excellent bus routes. Dundrum Town Centre and the M50 are only minutes away. Please register your interest for viewing email MTS Property
                    ",House,22058805,-6.260342,53.296008
€770 Per week,"Grand Canal Dock, Grand Canal Square, Dublin 2, Dublin City Centre",2,2,Furnished,"
                        *** PLEASE NOTE THIS PROPERTY HAS A MINIMUM STAY POLICY OF 14 NIGHTS ***

Our Grand Canal Dock location is one of Dublin's tallest residential building. Each apartment has been designed to maximise natural light and outward views thanks to the extensive use of glazing, resulting in each prospective guest enjoying unrivalled and ever changing triptych views over Dublin City, water views over Grand Canal and further afield over South Dublin as far as the Dublin Mountains.

Each apartment provides 75 Sq. Meters (~800 Sq.Ft.) of living space, comprising of an open plan kitchen, dining and living room with access to a balcony, two double bedrooms, a guest bathroom and a larger master bathroom complete with bathtub and separate shower, all accessible from a central hallway.
Every apartment has been expertly styled and equipped with luxury and comfort in mind. Coupled with the spectacular views, Grand Canal Dock is not just an ideal base to work and explore the city from but a striking destination in itself.

Each apartment offers the following amenities:

- Open-Plan Two-Bedroom/Two-Bathroom Apartment.
- Fully fitted kitchen with island and every possible convenience. Including: Ceramic Hob, Oven, Microwave, Dishwasher and Fridge-Freezer.
- Nespresso Machines (Complimentary Nespresso Pods provided upon Check-in. Refill Service available while Guests are in-house).
- Dining for up to Four (We provide Tableware, Cookware, Utensils, Crockery, Glass & Stemware and Stainless Steel Cutlery).
- In apartment Laundry Facilities, including a Washer/Dryer, Iron, Ironing Board & Clothes Airer in each apartment.
- Complimentary Wi-Fi (High Speed).
- Complimentary Food Welcome Pack provided on arrival.
- 42"" HD with Blu-Ray Player and selection of cable TV channels. (Chromecast available).
- Bluetooth Media Player with DAB & Radio (iPhone & Android compatible).

- Balcony .
- Water Views & City Views.

- Luxurious Master Bathroom with Bathtub. Guest bathroom equipped with a large shower.
- Luxury Eco-Spa Bathroom Toiletries provided on Check-In.
- Double Sized Beds, Luxury Anti-Allergy Microfiber Bedding and High Thread Count Hotel Grade Linens & Egyptian Cotton Towels.
- Weekly Apartment Cleaning with Bed-Linen and Towel change included.
- Electricity, Gas Usage and Cable TV included within rate.*
- 24/7 Guest Care by Telephone.
- Airport Pick-Up & Drop Off Service available.


Rates are dependent on length of stay, please contact our Reservations Team on +353 1 8147000 to discuss your requirements and for further information on pricing.

****
Rates are dependent on length of stay, please contact our Reservations Team on +353 1 8147000 to discuss your requirements and for further information on pricing.
Visit www.briscoeandshaw.com to view our selection of apartment locations and services.
****

*Subject to fair usage.
                    ",Apartment,22010266,-6.238844,53.342268
€770 Per week,"Alexander Walk, Adelaide Square, Dublin 2, Dublin City Centre",1,1,Furnished,"
                        *** SELF-ISOLATE IN A SERVICED APARTMENT*** Enjoy the freedom of your own home with the comfort of a hotel whilst self-isolating! You will have the full support of the Scandik team from the moment you arrive; we can arrange a complimentary transfer from the airport or your current location, in our HSE compliant Taxis; drop you to your apartment where you can take advantage of a number of services including bed linens and towels; a cleaning pack, for those who wish to service your own apartment; coordination of any food deliveries, so you have a fully stocked fridge on arrival. The team is only a phone call away for any additional needs. Located in the heart of Dublin city centre, close to the main shopping area and cultural quarter with less than 5-minutes' walk to Grafton Street, Temple Bar, and Trinity College. This residential complex benefits from a 24-hour security desk and would appeal to many, given its prime location and proximity to a range of upmarket bars, cafés, nightclubs, restaurants, grocery stores & artisan shops. Everything you need is within walking distance but if you wish to travel further afield, it is a short stroll to the LUAS Green Line which services Sandyford and Dundrum and 10 min walk from the LUAS Red line to Citywest Campus. Tara Street DART station is only 15 minutes' walk away, from where you can travel by train along the scenic coastal routes and onwards to the picturesque towns of Howth and Bray. There are also several Dublin Bus links just around the corner from the apartments. The apartments have a spacious living area, a fully integrated kitchen with appliances including hob, oven, fridge/freezer, dishwasher, washer /dryer, Nespresso coffee machine, blender etc. The master bedrooms are all ensuite and both bedrooms have generous fitted wardrobe space and king-size beds. The main bathroom has a power shower over the bath. For your convenience, a laptop safe and hairdryer are provided. Most apartments have a south-facing balcony overlooking a quiet well-presented courtyard. For stays of 30 nights or longer, guests can benefit from complimentary use of the on-site gym together with the steam room, sauna, jacuzzi, and swimming pool. All utilities (subject to fair usage cap), weekly maid service, linen, towels, digital flat screen television, 240 MB WiFi Broadband with unlimited download, are all included. Secure underground parking can be arranged at a charge. These Serviced Apartments have a minimum stay of 14 nights.
                    ",Apartment,22056150,"-6.26852,",53.340099
"€3,300 Per month","81 Gracepark Height, Drumcondra, Dublin 3, North Dublin City",4,2,Furnished,,House,22028717,-6.252228,53.370138
"€3,300 Per month","5A Sandymount Green, Sandymount, Dublin 4, South Dublin City",3,1,Furnished,"
                        ***** €3,300 PER MONTH ***** 12 MONTHS LEASE **** 

Superb 3 bed apartment with spacious accommodation and wonderful views over the village green, this is one of the most exceptional apartments to come to the market in some time. Accommodation: open plan living room com dining, kitchen, utility room, 3 double bedrooms, study, bathroom, guest .w.c 

Ideally located on Sandymount Green within walking distance of every conceivable amenity of Sandymount village including shops, restaurants, sports clubs and strand. City centre, IFSC and Merrion Square are within a short commute, positioned amidst a vast choice of public transport including buses, Dart and Aircoach. Viewing recommended.
                    ",Apartment,22056662,-6.214705,53.332123
"€3,300 Per month","Off Griffith Avenue, Drumcondra, Drumcondra, Dublin 9, North Dublin City",4,2,Furnished,"
                        Kelly Bradshaw Dalton are delighted to present to the rental market this remarkable 4 bedroom home presented in great condition to the market in drumcondra, Dublin 9. Newly refurbished, this superior house truly does come to the market having been substantially refurbished over the last year. With its exceptional internal design, layout and finish complimented by such a convenient location this property is the ultimate modern living space. Upon entering the property we find a surprisingly spacious 4 bedroom semi detached home. The property has four good sized double bedrooms and 3 bathrooms. In addition to the 3 reception rooms, one of which opens out directly onto the garden, there is a large spacious kitchen cum dining area that also opens out directly onto a decking area, There is also a second kitchen in the newer part of the property. To the rear of the property is a mature garden perfect for al fresco dining on a nice summers evening. Location is of real importance when it comes to this property; literally a 5 minute walk to the Botanic Gardens, Griffith Park and a leisurely stroll to drumcondra Village with all its cafes, bars, shops and sporting and recreational facilities. There are several renowned schools and colleges in the area including Ard Scoil Ris, St Vincents, Corpus Christi, St Patrick's College and DCU making this an ideal location for a home. 

Please note, there is one bedroom already let and this residence is for non smokers only. Viewing is by appointment.
                    ",House,22058112,-6.254566,53.375792
"€3,300 Per month","The Loft, 2A Saint Patrick's Road, Dalkey, South Co. Dublin",3,2,Furnished,"
                        A rare opportunity to rent a unique property just off Dalkey main street. While an apartment, this own door 3 to 4 bedroom property has the feel of a house. This part furnished property is presented in excellent condition and benefits from a recent repaint with new carpets having been laid throughout. 

Accommodation comprises of a generous lobby, master bedroom with en suite and direct access to the terrace, main bathroom and two double bedrooms. Upstairs there is a modern fitted kitchen, very spacious living and dining area filled with natural light and separate dining room which has the potential to be used as a fourth bedroom or office.

Outside there is a very private elevated terrace that can only be described as a suntrap. On street parking is also available.

This location needs little introduction - the property is exceptionally well located and is close to an abundance of amenities in Dalkey Village including independent shops, cafes, restaurants and pubs.  Water sport enthusiasts can enjoy both Bullock & Coleimore harbours and the Ramparts bathing area. The location has excellent transport links, including Dart and The M50, N/M11 are within easy reach.

Features 
Exceptional Location
Excellent Transport Options
Generous Light Filled Living Area
Elevated private terrace.
Generous Proportions 
Recently Painted
New Carpets
Dedicated Property Manager


If you would like more information on this property, other Tenant Ready properties or Ireland's only Tenant Reward Scheme please contact us.
                    ",Apartment,22042687,-6.104019,53.277629
"€3,300 Per month","Mayfield Road, Dublin 8, South Dublin City",4,3,Furnished or unfurnished,"
                        This stunning redbrick, semi-detached home situated on Mayfield Road, Kilmainham has now become available to the market. The property offers a spacious hallway, large living room with beautiful feature fireplace, fully integrated kitchen with all mod cons, dining room and downstairs WC. The first floor comprises of 4 large bedrooms, master en-suite bathroom and main bathroom.  This property has been recently refurbished in all aspects and has been decorated to the highest standards.

Situated in an excellent location, minutes walk to the LUAS at Rialto and a three-minute stroll to St.James Hospital, all local amenities are on your doorstep. This newly refurbished home is a must-see with its gas central heating controlled by Nest smart control, double glazed windows & doors and insulation throughout. The property is fully alarmed and has a maintenance-free garden to the rear and on-street disc parking to the front and recess parking for one car in the garage accessed to the rear of the property.


 Viewing is highly recommended
                    ",House,22059520,-6.302033,53.338445
"€3,300 Per month","Beacon South Quarter, Sandyford, Dublin 18, South Co. Dublin",1,1,Furnished,"
                        *** PLEASE NOTE THIS PROPERTY HAS A MINIMUM STAY POLICY OF 14 NIGHTS ***

Located just 20 minutes from Dublin City Centre by Tram (or Luas - Gaeilge for 'Speed'). In the heart of Sandyford's business district, at the foothills of the Dublin Mountains.

Beacon South Quarter is located in the Sandyford business district and boasts an interesting combination of retail, food and beverage outlets. Including a selection of cafes, restaurants and bars. The Quarter also features a large supermarket, pharmacy, health and well-being facilities.

Offering a selection of one and two bedroom apartments. Each carefully and tastefully equipped and furnished to provide a comfortable, relaxing and homely environment to unwind after a day of work or sightseeing. A refreshing night's sleep awaits, thanks to the tranquility provided by the surrounding mountains and impressive views. 

Each apartment is fully furnished offering the following amenities:

- Duplex Apartments (2-story with internal staircase).
- Balconies off Bedrooms and Living Rooms.
- Fully-fitted and very well Equipped Kitchen, with Ceramic Hob, Oven, Microwave, Dishwasher and
Fridge-Freezer.
- Nespresso Machine (Complimentary Nespresso Pods provided upon Check-In).
- Dining for up to four (We provide Tableware, Cookware, Utensils, Crockery, Glass & Stemware and
Stainless Steel Cutlery).
- In apartment Laundry Facilities, include a Washer/Dryer, Iron, and Ironing Board & Clothes Airer in each apartment.
- Complimentary Wi-Fi (High Speed).
- Complimentary Food Welcome Pack provided on arrival.
- 42"" UHD 4K TV with a selection of Cable TV channels.
- Blu-ray Disc Player & Chromecast 4K also available.
- Bluetooth Media Player with DAB & Radio (iPhone & Android compatible).
- King Sized Beds, Luxury Anti-Allergy Microfiber Bedding and High Thread Count Hotel Grade Linens & Egyptian Cotton Towels.
- Luxury Eco-Spa Bathroom Toiletries provided on Check-In.
- Guest Room Safes.

- Weekly Apartment Cleaning with Bed-Linen and Towel change Included.
- Electricity, Gas Usage and Cable TV included within rate.
- 24/7 Guest Care by Telephone.
- Airport Pick-Up & Drop Off Service available. 


****
Rates are dependent on length of stay, please contact our Reservations Team on +353 1 8147000 to discuss your requirements and for further information on pricing. 
****

*Subject to fair usage.
                    ",Apartment,21987959,-6.218162,53.277737
"€3,300 Per month","4 Landscape Road, Churchtown, Dublin 14, South Dublin City",3,1,Furnished,,Apartment,22037089,-6.267985,53.299037
"€3,295 Per month","Hawthorn Grove, Bird Avenue, Clonskeagh, Dublin 14, South Dublin City",3,3,Furnished,"
                        OMD Estate Agents are delighted to present this large 3 bed duplex apartment to the market. This was the original show house. Presented in immaculate condition this apartment benefits from its quiet location situated in a cul de sac and not overlooked to the front or back. 
This A rated apartment comprises of entrance hall, living/ dining room with doors leading to the south facing large terrace, open plan kitchen with all integrated appliances, utility room, large w.c and under stairs storage. 
The first floor consists of bathroom,  3 large doubles ( one en suite) and all bedrooms have built in wardrobes. 

The property has off street parking for 2 cars, G.F.C.H, alarm and a large sunny south facing terrace. Viewing is a must.
                    ",Apartment,22059894,-6.242914,53.306141
"€3,280 Per month","Ailesbury Oaks, Ballsbridge, Dublin 4, South Dublin City",3,2,Furnished,"
                        A superb top floor 3 bedroom penthouse apartment with 2 Bathrooms with 2 very spacious balconies with a south facing orientation and ample secure parking.  The apartment has a spacious entrance hall, living room / dining and separate fully fitted kitchen.  The master bedroom is a large double bedroom with fitted wardrobes and sliding door directly out on to balcony.  The en-suite shower room is fully tiled with his and hers sink unit, wc and free standing bath tub.  The shower room off the main hallway has a shower wc and whb.  The main living room has a feature open fireplace and again direct access out on to balcony.   The kitchen is fully fitted with electric oven hob and extractor fan, fridge freezer, washing machine.  There is a lift to all floors
LOCATION
Ailesbury Oaks is located at the bottom of Ailesbury Road and close to Merrion Road Junction.  Situated in the heart of the Embassy belt and adjacent to Sydney Parade DART station, Sandymount Strand, Ballsbridge and Sandymount Villages are all located close by.  Dublin city Centre and the Dublin Docklands are also within close proximity.
                    ",Apartment,22035552,-6.216596,53.320711
"€3,275 Per month","Leinster Road, Rathmines, Dublin 6, South Dublin City",4,2,Furnished,"
                        Spacious tastefully decorated 4 double bedroom flat on Leinster Road. 

The flat comprises of an open plan living and kitchen/dining room. At the front of the house there are two exceptionally large bedrooms both fitted with built in wardrobes and include original shutters and an original marble fire place. The remaining bedrooms to the rear of the flat are generously sized with ample storage and benefit from triple glazing. In addition there a two bathrooms both equipped with electric showers that work simultaneously an exceptional feature.   

This flat has been recently renovated to ensure that it energy efficient.
                    ",Flat,22059828,-6.270932,53.323231
"€3,275 Per month","Shewsbury Park, Ballsbridge, Dublin 4, South Dublin City",3,2,Furnished,"
                        3 Bedroom - Suitable for 5 people 
10 Minutes to UCD. 5 Minutes walk to St Vincents Hospital. Close to Bus and Dart services.

Spacious home in a secure gated complex. 
Leather couches. separate  Dining room , table w/ 6 chairs. Wooden floors throughout.large Kitchen with  Fridge Freezer, dishwasher 
Two Bathrooms ,electric shower , kidney shaped bath  plus guest WC, High speed broadband
Video Tour at bottom of this ad (below map)
                    ",House,22038432,-6.218862,53.324408
"€3,265 Per month","18 Belmont lawn, Stillorgan, South Co. Dublin",4,3,Furnished or unfurnished,"
                        Hunters Estate Agent is delighted to introduce to the market this four bedroom detached home located in Stillorgan, Co Dublin.  

This bright and spacious house briefly comprises an entrance hall, living room, dining room, room, kitchen / breakfast room and guest wc on entry level. Upstairs, there are 4 bedrooms, master ensuite, a bathroom and a hotpress. The property benefits from a rear garden and off street parking to the front. There is also a home office in the rear garden.

Belmont is a sought-after development and boasts meticulously manicured green areas and landscaping.  It is neatly nestled off Stillorgan Road, a short stroll from all the amenities Foxrock, Stillorgan, Blackrock and Deansgrange villages have to offer including several shopping centres, supermarkets, eateries, churches, libraries, sports and recreational facilities including Foxrock Golf Club, Westwood GYM, Kilmacud Crokes GAA Club, Leopardstown Tennis Club and Leopardstown Racecourse. The picturesque Cabinteely Park is close by for woodland walks and offers a super children€TM playground.  Excellent transport links are on hand, including the N11 (QBC routes 145 and 46A), M50 and LUAS at Sandyford.  Dundrum Town Centre and Carrickmines Retail Park are a short drive away.  

SPECIAL FEATURES
- 4 bedroom detached house
- Furnished / Unfurnished 
- Parking
- Rear garden
- Home office
- Master ensuite
- Fully fitted kitchen
- 3 living areas
- Excellent location
- Premier schools in the area
- Multiple public transport links close by
                    ",House,22044998,-6.187707,53.282351
€750 Per week,"105 Cabra Road, Phibsborough, Dublin 7, North Dublin City",4,2,Furnished,"
                        Very Large and modern 4 Bedroomed House over shop near to St Peters Church, Phibsborough, Dublin 7.

Across the street from   Phibsborough Luas Station  and only 5 minutes walk to Mater Hospital. Only 10 Mins walk to Temple Street Children's Hospital.

Situated in a parade of shops including bank, supermarket , restaurant & takeaways


A Large Sitting room , A Kitchen/dinner  3 Twin Bedrooms and 1 single. Suitable for 7 people sharing. Plenty of living space.

Just renovated  and in perfect condition. Central to all amenities and 15 - 20 minute walk to City Centre.

Lots of buses to city centre run past the property - bus every 5 minutes 


Close to DIT ( 5 mins walk ) , Bolton Street (12 mins walk ) TCD ( 20mins walk ) , 

Short term lease considered 


Text or phone Gerry on 0868175878 to arrange a viewing
                    ",Apartment,22032381,-6.284409,53.361247
€750 Per week,"Hanover Quay, Grand Canal Dock, Dublin 2, South Dublin City",1,1,Furnished,"
                        A bright and quiet water-front apartment on the 6th floor. The south facing balcony overlooks Grand Canal Dock and with a view to the Dublin Mountains in the distance.

This 1-bed apartment is fully furnished and comes with TV, DVD player, satellite TV as well as a fully equipped kitchen with dishwasher, washing machine and dryer. 

Local amenities include Milano restaurant, HQ restaurant, Herb Street restaurant, Spar convenience store and Fresh supermarket. In the heart of Dublin's Docklands, the apartment is located close to the EU headquarters of several global companies such as Facebook, Google, Twitter and Airbnb.
                    ",Apartment,22055566,-6.236707,53.344145
"€3,250 Per month","Ballycorus House, Sutton's Lane, Kilternan, Dublin 18, South Co. Dublin",4,4,Furnished,"
                        ***** EMAIL ENQUIRIES ONLY *****



Parking
Central Heating
House Alarm
Cable Television
Washing Machine
Dryer
Dishwasher
Microwave
Internet
Garden





Bright Country House in excellent condition situated in picturesque setting in the south Dublin countryside. Ballycorus House is a traditional two storey farmhouse style residence situated on c. 1 acre of its own private grounds. The property has been maintained to a high standard, is in excellent condition and is presented unfurnished. The property is available immediately!

The property is serviced by oil fired central heating, well water and septic tank. Broadband is available and there is an eircom phone line to the property. The property is alarmed and accessed by automated security gates. 
Accommodation briefly comprises of an entrance hallway, living room, dining room, kitchen, utility room, 4 bedrooms (all double bedrooms) and 4 bathrooms which have all been recently upgraded to reflect modern living.

The residence is located in an idyllic location in the South Co. Dublin countryside and close to a host of amenities such as Dundrum Town Centre which is only 15 minutesTMdrive, Carrickmines and Sandyford Industrial estate. N11 is only 5 minutes away and Enniskerry is a 10-minute drive.

Viewing is highly recommended!
                    ",House,22058610,-6.175078,53.226642
"€3,250 Per month","Hampton Park, Booterstown, South Co. Dublin",4,3,Unfurnished,"
                        This is a rare opportunity to rent a recently updated four bedroom house in St. Helen's Wood off Booterstown Avenue only a five minute walk to the Dart and the main public transport route via the N11 into and out of the city centre. 

The villages of Blackrock and Stillorgan are also only a short distance away providing shops, restaurants and cafe's.

Features include interconnecting living room/ dining room, large kitchen, private back garden with side access, four double bedrooms, master en-suite, main bathroom and guest w.c downstairs.

St. Helen's Wood is a private estate of homes. It is very secure and oriented. It is also on the doorstep of a number of boys and girls schools including St. Andrew's and Collaiste Eoin.

To arrange an appointment to view the property please contact Alan Ferris.

P.R.S.A No. 001879/ Alan Ferris Estate Agents Limited
                    ",House,22034868,-6.203493,53.30117
"€3,200 Per month","PhoeniX manor, Dublin 7, North Dublin City",4,3,Furnished,,House,22058890,-6.29384,53.356481
"€3,200 Per month","Townsend Street, Hanover Quay, Dublin 2, Dublin City Centre",3,2,Furnished,"
                        Beautiful large 3 bedroom apartment available for rent from September 1. The large inviting space had a complete updating, renovation and refurbishment last Summer. The apartment is a ground floor unit with an extremely central location. Located within a 5 minute walk of Trinity College, Grafton Street, IFSC, Bord Gais and the city Centre, the apartment is available with a parking space if required. There is a Eurostar conveniently located next to the apartment block and Dublin bikes kiosk in front of the building. 

There are 3 double bedrooms, one en-suite and the other 2 share a large bathroom. All bedrooms have built-in wardrobes and double/king size beds. The apartment has just undergone a complete renovation and has new bathroom fittings and all new furniture including beds, sofas etc. The apartment is warm and comfortable with a modern and stylish decor. 
Parking spaces available if required.
                    ",Apartment,22054408,-6.248017,53.345885
"€3,200 Per month","Vernon Grove, Rathgar, Dublin 6, South Dublin City",4,2,Furnished,"
                        New to the market - refurbished luxurious 4-bed period home in Vernon Grove, Rathgar, Dublin 6. Near Rathgar village, schools, shops, buses and Cowper Luas.

Downstairs: Large entrance hall, cloakroom/WC, bright spacious living room, dining room, fitted kitchen.

Upstairs: 4 bedrooms (3 doubles, one large single), 1 bathroom with bath/shower, 1 shower room with WC.

Long, sunny rear garden, large patio area for entertaining.

Spacious garage/utility area with plenty of room for drying clothes, storing bikes etc.,

Sunny, mature front garden, private driveway with off-street parking for one car, free parking area at gates for second car. Tenants can apply for parking permits from DCC.

Sky dish/internet in place and it is also wired for Virgin internet/TV. Phonewatch alarm system, GFCH.

This property has just been rewired, refurbished and redecorated, with brand-new living room furniture and is located in one of the most exclusive and sought-after addresses in Rathgar.

 Non-smokers only, no pets.



One-year lease from September 1st 2020, rent: 3,200 per month, one month's rent as deposit.

NO AGENTS.
                    ",House,22060540,-6.267948,53.315113
"€3,200 Per month","Shanowen Hall, Shanowen Road, Santry, Dublin 9, North Dublin City",4,4,Furnished,"
                        SHORT TERM LET...
1 Apartment available only, 4 Beds 4 en suite bathrooms Available for 5 Months
Available from 24 April - Aug 31st 2020 Short term let... 
Smith & Butler Estates are delighted to bring to the market this ideally located accommodation .This new apartment comprises of 4 bedrooms each with their own En-suite and private bathroom. Large sitting room areas cum kitchen complete with all mod cons and spotless condition. 
public transport on your doorstep for the city centre and Dublin Airport.
Please email Lesley through this advertisement to arrange a viewing.
SHORT TERM LET...
                    ",Apartment,22024786,-6.255966,53.388838
"€3,200 Per month","Allen Park Drive, Stillorgan, South Co. Dublin",3,2,Unfurnished,"
                        Indigo Real Estate Management are delighted to offer this well presented 3-bedroom home to the Dublin Market. Located in the well sought-after location of Park Allen Drive, Stillorgan Village, one of South Dublin's most desirable locations, which is central to every amenity that Stillorgan Village has to offer, its many supermarkets, boutiques, convenience stores, Cafes, fine eateries and cinema. 

This fine property has public transport on its doorstep, the main N11 Bus Corridor approx. 3 minutes with the Stillorgan Luas stop no more than 15 minutes away.

There are numerous excellent schools including St. Raphaela Primary and Secondary Schools, Mt. Anville Primary and Secondary Schools, St. Laurence National School and St. Benildus College to name but a few. 

AVAILABLE IMMEDIATELY & UNFURNISHED, the property boasts an extensive & secure garden to the rear with side access. Accommodation in brief comprises entrance hallway with two generously sized reception rooms, guest WC, large Kitchen / Dining room to the rear including a full range of modern appliances and utility room off the kitchen. Upstairs there are 2 large double bedrooms and 1 double bedroom.  Main bathroom with bath and power shower. 

The property benefits from a quiet cul-de-sac location and there is ample off-street parking to the front of the property.

Viewing is highly recommended to appreciate this stunning home.
Contact us now to confirm your viewing time.

AVAILABLE IMMEDIATELY & UNFURNISHED
                    ",House,22059092,-6.202577,53.287433
"€3,200 Per month","APARTMENT 37 HANOVER COURT 8 HANOVER QUAY DUBLIN 2, Dublin 2, Dublin City Centre",2,2,Furnished,"
                        Brand new tastefully decorated two bed apartment in D2 with all shopping & parking facilities within the apartment block

Experience city living with a stylish residence in Dublin’s cosmopolitan Grand Canal Dock.

Beautiful apartments with private balconies designed for urban living.

Accommodate your lifestyle with a spacious apartments.

https://hanovercourt.ie/

Kindly see YOUTUBE video view of the property but actual viewing can be arranged as well

https://www.youtube.com/watch?v=7NVKAHSzV1E
                    ",Apartment,22057176,-6.231549,53.34412
"€3,200 Per month","The Hedgerows, Foxrock Village, Foxrock, Dublin 18, South Co. Dublin",2,2,Furnished,"
                        Hunters Estate Agent is delighted to present  The Hedgerows to the market.  

Located in the ever popular, mature Hedgerows development, No. 1 is a truly superb 2 bed end of terrace townhouse that offers bright, light filled accommodation laid out over two levels and extending to c. 100 sqm / 1,082 sqft with the added bonus of a clever attic space conversion. 

The accommodation briefly comprises of an entrance hallway incorporating an under stair walk-in closet, generous master bedroom (with ensuite shower room), second bedroom and main bathroom at ground floor level.  Upstairs off the landing there is a large, bright open plan kitchen /living / dining room that has been tastefully designed and finished to a very high standard complete with utility room.

Outside, residents can enjoy superbly maintained communal gardens.  There is ample secure parking within the development.  No. 1 benefits from a private patio area to the rear that boasts a sunny westerly aspect and is bordered by specimen plants and hedging alongside well stocked flower beds. There is a side gate connecting the rear patio to the communal rolling lawn area that is well maintained and richly planted overlooking Leopardstown Racecourse.

The Hedgerows is a small exclusive development of houses, nestled discreetly behind electric gates with ample parking, manicured communal gardens and enjoying an enviable village location second to none.    It enjoys easy access to the M50, with the N11 and LUAS a 10-minute walk away (QBC "" routes 145, 75, 46A, 63 and Aircoach).

Residents of The Hedgerows can enjoy all Foxrock has to offer, including a choice of eateries, boutiques, post office, independent stores and services.  Leopardstown Racecourse is literally on the doors step, alongside Leopardstown Golf Centre.  Foxrock Golf Club and Carrickmines Lawn Tennis & Croquet Club are very close by.  Woodland walks, playground, sports playing fields and coffee shop can all be found at the nearby Cabinteely Park.  Marine pursuits are available at Dun Laoghaire Harbour a short drive away.  Westwood Gym is also close by.

Dundrum Town Centre and Village is a 10-minute drive away and is also accessible via the LUAS. Sandyford Business District, Leopardstown Business Park, Cherrywood Business Park and Carrickmines Retail Park are all within easy reach. 

Viewing is highly recommended.

Special Features
	Superbly presented two bed houses finished to an extremely high specification
	Extending to c. 100 sqm / 1,082 sqft plus converted attic space
	Nestled within exclusive gated development
	Central Foxrock Village location
	Gas fired central heating
	Double glazed throughout
	Bathrooms both fitted with underfloor heating with thermal/timer controls 
	Sunny westerly facing rear patio garden
	Stunning views over Leopardstown Racecourse
	Monitored security alarm system
	Excellent transport links including LUAS, M50 and N11 (QBC)

.

Outside
Outside, residents can enjoy superbly maintained communal gardens.  There is ample secure parking within the development.  No. 1 benefits from a private patio area to the rear that boasts a sunny westerly aspect and is bordered by specimen plants and hedging bordered by richly stocked flower beds that are well maintained. There is a side gate connecting the rear patio to the communal rolling lawn area overlooking Leopardstown Racecourse.

BER Details
BER Rating: D1
BER Number:  100512227
Energy Performance Rating:  235.02   kWh/m2/yr.

DIRECTIONS
Approaching Foxrock Village from N11 southbound, via Westminster Road, travel through traffic lights towards Leopardstown Golf Centre.  The Hedgerows is located on the right-hand side after The Gables.
                    ",House,22046916,-6.184899,53.266989
"€3,200 Per month","Victoria Road, Clontarf, Dublin 3, North Dublin City",4,2,Furnished,"
                        *****PLEASE REPLY BY EMAIL WITH A CONTACT PHONE NUMBER & BRIEF APPLICATION DETAILS*****


Four Bed Semi-Detached Three-storey House located on Victoria Road close to Clontarf Castle Hotel, Eastpoint Business Park, DART stations, supermarkets, Belgrove & Holy Faith schools, etc.

Maximum 4. Minimum let - 12 months.

Accommodation:
Ground Floor - large living room, reception room, kitchen & guest bathroom.
First Floor - two double bedrooms, main bathroom and hot press.
Second Floor - one double bedroom, one single bedroom, shower room and walk-in storage. 

All bedrooms have fitted wardrobes. The kitchen is equipped with washer-dryer, fridge freezer & dishwasher. Front garden with off-street parking. Gas central heating and hot water system.

Viewing recommended, usual conditions apply. References required.
                    ",House,22061276,-6.209043,53.362589
"€3,200 Per month","13 Suir Road, Kilmainham, Dublin 8, South Dublin City",4,2,Furnished,"
                        ** Please respond by email **

Centrally located terrace house
- 4 bedrooms (1 ensuite)
- Low maintenance garden.
- bus and Luas stops nearby
- Off street parking.

Please respond by email noting:
- number of people to be resident in the property
- how the rent will be funded
- details of previous renting experience

Thanks for your interest!
                    ",House,22054529,-6.308146,53.338502
"€3,200 Per month","Herbert Hill, Dundrum, Dublin 14, South Dublin City",2,3,Furnished,,House,22053237,-6.238783,53.287208
"€3,200 Per month","Pembroke Square, Grand Canal Street Upper, Grand Canal Dock, Dublin 4, South Dublin City",3,2,Furnished,"
                        Stunning fully furbished three double bedroom apartment with a balcony, located in the Berkley, Pembroke Square, Grand Canal Street, Ballsbridge, Dublin 4.It is ideally located next door to the Google HQ, Dart Station and Grand Canal Dock with a prime Dublin 4 postcode. Pembroke Square is a Cosgrave built development, maintained and managed to a high standard. There is an attractive communal roof terrace with stunning views. The well-proportioned accommodation comprises hall with storage, a living room with balcony views towards the Aviva Stadium, fully equipped kitchen with appliances, three double bedrooms and two bathrooms.

Location
Highly sought after location adjacent to Google HQ and Grand Canal Dart Station. There is an array of cafes, restaurants and shops on the doorstep with Grand Canal Dock, Ballsbridge and the city centre all within walking distance.
                    ",Apartment,22061040,-6.237637,53.339012
